from_stop_I,to_stop_I,d,duration_avg,n_vehicles,route_type,d_walk,iswalk,route_importance,Price,rush_hour,star_reviews,Duration_Walk_min
1188,1189,187,30.17391304,46,6,217,TRUE,1,3.74,"9:00,12:00,16:00",3,2.7125
1189,1190,192,30.52173913,46,4,203,TRUE,2,7.68,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,2.5375
1190,1180,179,27.43478261,46,1,0,FALSE,4,14.32,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
1191,2940,234,28.63157895,76,8,235,TRUE,5,23.4,"9:00,12:00,16:00",1,2.9375
1192,4465,307,44.64814815,54,8,318,TRUE,5,30.7,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,3.975
1193,3340,306,46.30177515,507,7,318,TRUE,1,6.12,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,3.975
1194,3368,192,29,33,0,200,TRUE,3,11.52,No rush hours,2,2.5
1195,4804,374,43.94545455,110,1,383,TRUE,4,29.92,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,4.7875
1196,4804,353,50.69767442,86,2,362,TRUE,5,35.3,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,4.525
1197,417,172,45,26,7,0,FALSE,1,3.44,"9:00,12:00,16:00",2,0
1198,340,179,38.16666667,30,2,0,FALSE,5,17.9,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
1199,1200,222,37.95238095,42,7,244,TRUE,1,4.44,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,3.05
1200,1999,92,19.57142857,42,2,130,TRUE,5,9.2,"9:00,12:00,16:00",1,1.625
1201,1202,325,56.07142857,42,2,345,TRUE,5,32.5,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,4.3125
1202,1199,292,49.85714286,42,8,0,FALSE,5,29.2,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
1203,2223,351,60.21428571,42,6,355,TRUE,1,7.02,"9:00,12:00,16:00",4,4.4375
1204,1201,264,45.54761905,42,0,0,FALSE,3,15.84,No rush hours,3,0
1205,1206,403,69.14285714,42,9,403,TRUE,3,24.18,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,5.0375
1206,4858,210,36.19047619,42,8,217,TRUE,5,21,"9:00,12:00,16:00",4,2.7125
1207,1217,373,37.44827586,58,9,383,TRUE,3,22.38,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,4.7875
1208,1209,349,35.64285714,56,5,361,TRUE,1,6.98,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,4.5125
1209,1211,547,56.08928571,56,9,569,TRUE,3,32.82,"9:00,12:00,16:00",5,7.1125
1211,1213,190,19.60714286,56,8,217,TRUE,5,19,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,2.7125
1212,1215,96,15.51515152,33,3,98,TRUE,3,5.76,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,1.225
1213,834,203,20.875,56,7,0,FALSE,1,4.06,"9:00,12:00,16:00",1,0
1214,768,508,51.01724138,58,6,0,FALSE,1,10.16,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
1215,4344,214,34.06060606,33,2,222,TRUE,5,21.4,No rush hours,3,2.775
1216,2703,126,22.85714286,35,7,137,TRUE,1,2.52,"9:00,12:00,16:00",1,1.7125
1217,755,226,22.65517241,58,9,0,FALSE,3,13.56,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
1218,1208,346,35.55357143,56,4,0,FALSE,2,13.84,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
1219,839,151,37.25641026,117,3,0,FALSE,3,9.06,"9:00,12:00,16:00",0,0
1220,1225,252,52.96969697,66,3,269,TRUE,3,15.12,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,3.3625
1221,1222,222,49.60465116,86,1,234,TRUE,4,17.76,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,2.925
1222,4876,204,43.83653846,104,3,211,TRUE,3,12.24,"9:00,12:00,16:00",1,2.6375
1223,1224,126,26.56060606,66,4,139,TRUE,2,5.04,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,1.7375
1224,1227,201,42.54545455,66,5,215,TRUE,1,4.02,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,2.6875
1225,1223,155,32.43939394,66,3,0,FALSE,3,9.3,No rush hours,0,0
1226,1295,297,46.9122807,114,6,301,TRUE,1,5.94,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,3.7625
1227,4069,152,34.8974359,117,3,169,TRUE,3,9.12,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,2.1125
1228,1029,1112,156.05,20,3,0,FALSE,3,66.72,"9:00,12:00,16:00",3,0
1228,3702,255,42.25609756,82,7,272,TRUE,1,5.1,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,3.4
1229,2440,113,17.28571429,28,8,145,TRUE,5,11.3,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,1.8125
1230,1241,200,28.24137931,29,7,216,TRUE,1,4,"9:00,12:00,16:00",2,2.7
1231,1230,192,30.93103448,29,1,0,FALSE,4,15.36,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
1232,4512,1965,379.9459459,37,1,0,FALSE,4,157.2,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
1233,2911,238,29.8,15,4,253,TRUE,2,9.52,"9:00,12:00,16:00",2,3.1625
1234,2015,208,28.34146341,41,4,222,TRUE,2,8.32,No rush hours,4,2.775
1235,795,140,20,4,9,0,FALSE,3,8.4,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
1235,1239,181,24.7804878,41,3,188,TRUE,3,10.86,"9:00,12:00,16:00",0,2.35
1236,1237,108,10.5,8,0,123,TRUE,3,6.48,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,1.5375
1237,1662,90,13,8,2,136,TRUE,5,9,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,1.7
1238,1234,208,28.90243902,41,1,0,FALSE,4,16.64,"9:00,12:00,16:00",5,0
1238,780,269,37,4,4,0,FALSE,2,10.76,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
1239,859,287,39.46341463,41,7,0,FALSE,1,5.74,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
1240,3727,185,26.56321839,87,3,196,TRUE,3,11.1,"9:00,12:00,16:00",1,2.45
1241,4677,166,23,29,6,180,TRUE,1,3.32,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,2.25
1242,1250,150,28.81944444,72,3,153,TRUE,3,9,No rush hours,2,1.9125
1243,1596,196,42.37837838,74,5,202,TRUE,1,3.92,"9:00,12:00,16:00",0,2.525
1244,4783,53,10,6,3,78,TRUE,3,3.18,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0.975
1245,1251,192,41.27027027,74,6,200,TRUE,1,3.84,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,2.5
1246,1248,193,36.51388889,72,3,196,TRUE,3,11.58,"9:00,12:00,16:00",3,2.45
1247,1245,219,47.5,74,3,0,FALSE,3,13.14,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
1248,861,151,28.59722222,72,3,0,FALSE,3,9.06,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
1249,1243,203,43.98648649,74,8,0,FALSE,5,20.3,"9:00,12:00,16:00",4,0
1250,1252,158,29.56944444,72,1,161,TRUE,4,12.64,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,2.0125
1251,1249,158,34.27027027,74,7,0,FALSE,1,3.16,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
1252,1246,220,42.22222222,72,1,0,FALSE,4,17.6,No rush hours,0,0
1253,264,163,24.8,35,7,0,FALSE,1,3.26,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
1254,884,251,44.35294118,34,2,0,FALSE,5,25.1,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
1255,4991,177,28.80263158,76,1,198,TRUE,4,14.16,"9:00,12:00,16:00",5,2.475
1256,205,165,27.83333333,60,0,0,FALSE,3,9.9,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
1257,1256,177,29.65,60,5,0,FALSE,1,3.54,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
1258,2100,294,51.66666667,30,5,314,TRUE,1,5.88,"9:00,12:00,16:00",1,3.925
1259,1261,253,52.16129032,31,6,266,TRUE,1,5.06,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,3.325
1260,1258,132,23.06666667,30,5,0,FALSE,1,2.64,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
1260,2090,183,32.14285714,28,2,243,TRUE,5,18.3,"9:00,12:00,16:00",2,3.0375
1261,880,120,22.98245614,57,4,0,FALSE,2,4.8,No rush hours,1,0
1262,1254,193,33.82352941,34,5,0,FALSE,1,3.86,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
1263,3435,253,37,15,1,269,TRUE,4,20.24,"9:00,12:00,16:00",1,3.3625
1264,1353,129,17.78723404,47,2,139,TRUE,5,12.9,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,1.7375
1265,1269,343,56.56097561,41,2,357,TRUE,5,34.3,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,4.4625
1266,2909,138,16.86666667,15,9,139,TRUE,3,8.28,"9:00,12:00,16:00",2,1.7375
1267,266,151,31.83333333,48,4,0,FALSE,2,6.04,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
1268,4443,206,34.16470588,85,6,217,TRUE,1,4.12,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,2.7125
1269,2691,290,50.2195122,41,5,0,FALSE,1,5.8,"9:00,12:00,16:00",1,0
1270,1434,166,25.04395604,91,0,177,TRUE,3,9.96,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,2.2125
1271,905,199,35.68965517,29,2,0,FALSE,5,19.9,No rush hours,0,0
1272,3525,201,33.34482759,29,8,209,TRUE,5,20.1,"9:00,12:00,16:00",4,2.6125
1273,1275,184,29.08695652,69,1,197,TRUE,4,14.72,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,2.4625
1274,1615,155,27.7761194,67,3,174,TRUE,3,9.3,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,2.175
1275,582,198,31.08695652,69,5,0,FALSE,1,3.96,"9:00,12:00,16:00",0,0
1276,1274,243,43.88059701,67,1,0,FALSE,4,19.44,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
1277,2748,210,41.47,100,1,227,TRUE,4,16.8,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,2.8375
1278,4200,314,57.4375,48,0,321,TRUE,3,18.84,"9:00,12:00,16:00",4,4.0125
1279,1967,178,36.58333333,96,2,198,TRUE,5,17.8,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,2.475
1280,269,196,31.27941176,68,0,0,FALSE,3,11.76,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
1280,2069,83,27.8,10,9,174,TRUE,3,4.98,No rush hours,3,2.175
1281,3346,422,66.37634409,186,2,424,TRUE,5,42.2,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,5.3
1281,3343,110,21.7699115,113,6,110,TRUE,1,2.2,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,1.375
1282,2299,261,48,37,0,365,TRUE,3,15.66,"9:00,12:00,16:00",5,4.5625
1282,197,175,31.21568627,51,4,0,FALSE,2,7,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
1283,1286,239,52.68478261,92,1,240,TRUE,4,19.12,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,3
1284,673,203,59.58064516,155,6,0,FALSE,1,4.06,"9:00,12:00,16:00",0,0
1285,674,180,40.80357143,56,1,0,FALSE,4,14.4,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
1286,2920,667,100,30,2,667,TRUE,5,66.7,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,8.3375
1286,1287,222,54.5751634,153,8,222,TRUE,5,22.2,"9:00,12:00,16:00",2,2.775
1287,1290,126,30.88235294,153,2,126,TRUE,5,12.6,No rush hours,5,1.575
1288,2871,145,27.67241379,58,7,935,TRUE,1,2.9,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,11.6875
1289,3343,294,113.023622,127,2,347,TRUE,5,29.4,"9:00,12:00,16:00",0,4.3375
1290,2920,319,58.66666667,51,5,319,TRUE,1,6.38,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,3.9875
1290,2222,91,39.87254902,102,6,149,TRUE,1,1.82,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,1.8625
1291,1294,179,29.21052632,114,8,180,TRUE,5,17.9,"9:00,12:00,16:00",4,2.25
1292,1291,128,21.05263158,114,9,0,FALSE,3,7.68,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
1293,3782,163,26.23684211,114,0,165,TRUE,3,9.78,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,2.0625
1294,1293,178,28.52631579,114,6,0,FALSE,1,3.56,"9:00,12:00,16:00",3,0
1295,3977,111,19.09649123,114,2,115,TRUE,5,11.1,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,1.4375
1296,1371,128,13.47826087,46,6,275,TRUE,1,2.56,No rush hours,0,3.4375
1297,1313,216,52.13548387,155,6,230,TRUE,1,4.32,"9:00,12:00,16:00",5,2.875
1298,3685,180,30.3,60,7,193,TRUE,1,3.6,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,2.4125
1299,258,144,24.23333333,30,2,0,FALSE,5,14.4,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
1300,1312,181,67.62264151,53,0,223,TRUE,3,10.86,"9:00,12:00,16:00",5,2.7875
1300,2851,218,39.98,50,0,231,TRUE,3,13.08,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,2.8875
1300,1301,591,101.7,40,0,605,TRUE,3,35.46,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,7.5625
1301,4784,925,173.65,40,3,0,FALSE,3,55.5,"9:00,12:00,16:00",2,0
1301,2921,202,57.57142857,63,4,250,TRUE,2,8.08,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,3.125
1301,2220,177,37.32967033,91,5,207,TRUE,1,3.54,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,2.5875
1302,1301,175,39.62337662,154,3,0,FALSE,3,10.5,No rush hours,1,0
1303,4752,241,40.725,40,6,254,TRUE,1,4.82,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,3.175
1304,1309,231,39.18333333,60,6,247,TRUE,1,4.62,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,3.0875
1305,1283,162,27.91304348,92,7,0,FALSE,1,3.24,"9:00,12:00,16:00",1,0
1305,1693,198,26,18,1,437,TRUE,4,15.84,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,5.4625
1306,4601,260,44.02197802,91,2,274,TRUE,5,26,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,3.425
1306,4475,457,93.5,18,6,546,TRUE,1,9.14,"9:00,12:00,16:00",0,6.825
1307,166,226,46.16666667,30,6,0,FALSE,1,4.52,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
1307,2526,237,34.54545455,11,7,252,TRUE,1,4.74,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,3.15
1308,1647,201,32,14,5,227,TRUE,1,4.02,"9:00,12:00,16:00",0,2.8375
1309,1298,230,39.71666667,60,3,0,FALSE,3,13.8,No rush hours,1,0
1310,2864,249,34.96666667,30,4,266,TRUE,2,9.96,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,3.325
1310,1953,216,28.2,25,8,267,TRUE,5,21.6,"9:00,12:00,16:00",0,3.3375
1311,1602,198,20.06896552,29,3,210,TRUE,3,11.88,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,2.625
1311,948,301,56.875,16,6,0,FALSE,1,6.02,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
1311,1310,174,29.8,55,9,0,FALSE,3,10.44,"9:00,12:00,16:00",4,0
1312,2222,145,47.45283019,53,7,166,TRUE,1,2.9,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,2.075
1313,2920,257,74.88235294,51,7,319,TRUE,1,5.14,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,3.9875
1313,2851,186,53.78846154,104,1,237,TRUE,4,14.88,"9:00,12:00,16:00",2,2.9625
1314,5016,207,47.85106383,47,9,0,FALSE,3,12.42,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
1315,1429,194,26.41304348,46,0,201,TRUE,3,11.64,No rush hours,0,2.5125
1316,2451,406,63.8,40,9,423,TRUE,3,24.36,"9:00,12:00,16:00",1,5.2875
1317,1318,260,41.125,40,1,277,TRUE,4,20.8,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,3.4625
1318,2708,234,36.375,40,7,249,TRUE,1,4.68,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,3.1125
1319,4896,272,66.89130435,92,5,348,TRUE,1,5.44,"9:00,12:00,16:00",1,4.35
1320,2633,124,25.26086957,69,1,171,TRUE,4,9.92,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,2.1375
1320,1867,117,20.29824561,57,8,117,TRUE,5,11.7,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,1.4625
1321,2062,344,82.93846154,65,3,428,TRUE,3,20.64,"9:00,12:00,16:00",0,5.35
1322,2452,232,39.5,34,6,241,TRUE,1,4.64,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,3.0125
1323,1316,358,54.95,40,5,0,FALSE,1,7.16,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
1324,5064,251,33.68085106,47,8,253,TRUE,5,25.1,No rush hours,0,3.1625
1325,4597,190,26.95833333,48,2,211,TRUE,5,19,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,2.6375
1326,1331,90,12.19148936,47,7,91,TRUE,1,1.8,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,1.1375
1327,1674,230,38.33333333,63,5,230,TRUE,1,4.6,"9:00,12:00,16:00",2,2.875
1328,1329,266,38.40425532,47,7,292,TRUE,1,5.32,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,3.65
1329,3236,143,25.31914894,47,2,201,TRUE,5,14.3,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,2.5125
1330,2322,246,44.72340426,47,8,351,TRUE,5,24.6,"9:00,12:00,16:00",1,4.3875
1331,1324,191,26.08510638,47,8,0,FALSE,5,19.1,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
1332,1334,313,46.41843972,141,7,327,TRUE,1,6.26,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,4.0875
1333,1338,217,38.08176101,159,3,226,TRUE,3,13.02,"9:00,12:00,16:00",0,2.825
1334,4305,1695,269.4,15,0,0,FALSE,3,101.7,No rush hours,5,0
1334,3059,289,43.31914894,141,8,325,TRUE,5,28.9,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,4.0625
1335,1338,615,95,14,9,645,TRUE,3,36.9,"9:00,12:00,16:00",5,8.0625
1335,1333,406,70.10067114,149,6,0,FALSE,1,8.12,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
1336,1844,238,50.83333333,78,1,308,TRUE,4,19.04,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,3.85
1337,2210,381,84.78666667,75,4,448,TRUE,2,15.24,"9:00,12:00,16:00",4,5.6
1338,3076,553,136.8181818,187,3,577,TRUE,3,33.18,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,7.2125
1339,1346,198,30.22857143,35,6,217,TRUE,1,3.96,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,2.7125
1340,2246,286,48.65517241,29,3,293,TRUE,3,17.16,"9:00,12:00,16:00",0,3.6625
1341,1339,195,29.71428571,35,7,0,FALSE,1,3.9,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
1342,1341,220,34.14285714,35,5,0,FALSE,1,4.4,No rush hours,1,0
1343,112,205,36.24137931,29,8,0,FALSE,5,20.5,"9:00,12:00,16:00",5,0
1344,4496,251,43.74698795,83,6,270,TRUE,1,5.02,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,3.375
1345,4630,209,43.275,80,1,241,TRUE,4,16.72,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,3.0125
1346,970,120,20.14285714,35,6,0,FALSE,1,2.4,"9:00,12:00,16:00",0,0
1347,4416,420,59.86725664,226,1,430,TRUE,4,33.6,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,5.375
1348,1368,121,23.14159292,113,1,122,TRUE,4,9.68,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,1.525
1349,3416,326,48.05479452,73,1,330,TRUE,4,26.08,"9:00,12:00,16:00",1,4.125
1350,3136,249,47.2247191,89,7,261,TRUE,1,4.98,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,3.2625
1351,3806,143,27.23529412,34,5,165,TRUE,1,2.86,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,2.0625
1352,1355,178,32,47,1,253,TRUE,4,14.24,No rush hours,2,3.1625
1353,508,287,44.27659574,47,4,0,FALSE,2,11.48,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
1354,3423,187,26.6,90,5,201,TRUE,1,3.74,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,2.5125
1355,4413,251,43.27659574,47,4,333,TRUE,2,10.04,"9:00,12:00,16:00",3,4.1625
1356,1357,170,30.58333333,120,9,176,TRUE,3,10.2,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,2.2
1357,993,258,47.6,15,7,0,FALSE,1,5.16,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
1357,1363,283,50.86666667,105,4,289,TRUE,2,11.32,"9:00,12:00,16:00",4,3.6125
1358,1359,266,47.525,120,4,268,TRUE,2,10.64,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,3.35
1359,1356,145,26.2,120,5,0,FALSE,1,2.9,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
1360,4891,108,17.58571429,70,5,127,TRUE,1,2.16,"9:00,12:00,16:00",5,1.5875
1361,1047,156,23.64,75,9,0,FALSE,3,9.36,No rush hours,3,0
1362,1732,165,34.625,16,6,197,TRUE,1,3.3,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,2.4625
1363,296,155,27.52857143,140,5,0,FALSE,1,3.1,"9:00,12:00,16:00",3,0
1364,2428,319,50.75,72,8,338,TRUE,5,31.9,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,4.225
1365,5026,194,28.19444444,72,8,215,TRUE,5,19.4,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,2.6875
1366,3169,272,55.42105263,38,6,289,TRUE,1,5.44,"9:00,12:00,16:00",0,3.6125
1367,2212,250,44.13888889,36,2,276,TRUE,5,25,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,3.45
1368,512,244,47.46902655,113,7,0,FALSE,1,4.88,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
1368,514,688,109.1761364,176,6,0,FALSE,1,13.76,"9:00,12:00,16:00",5,0
1369,1370,236,34.98214286,56,9,254,TRUE,3,14.16,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,3.175
1370,4686,285,45.55357143,56,2,322,TRUE,5,28.5,No rush hours,0,4.025
1371,2809,279,34.84848485,33,7,308,TRUE,1,5.58,"9:00,12:00,16:00",2,3.85
1371,4031,208,23,13,6,211,TRUE,1,4.16,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,2.6375
1372,1376,282,32.26086957,46,0,289,TRUE,3,16.92,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,3.6125
1373,2496,149,24.84782609,46,6,172,TRUE,1,2.98,"9:00,12:00,16:00",1,2.15
1374,4231,120,14.82352941,51,1,133,TRUE,4,9.6,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,1.6625
1375,1373,270,35.02173913,46,8,0,FALSE,5,27,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
1376,2525,385,42.025,40,2,395,TRUE,5,38.5,"9:00,12:00,16:00",1,4.9375
1376,3206,357,60,6,1,402,TRUE,4,28.56,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,5.025
1377,4226,127,14.89189189,37,2,145,TRUE,5,12.7,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,1.8125
1378,1173,253,27.48484848,33,0,0,FALSE,3,15.18,No rush hours,2,0
1379,4368,501,68.16129032,31,4,510,TRUE,2,20.04,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,6.375
1380,2433,261,34.74666667,75,4,266,TRUE,2,10.44,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,3.325
1380,822,2038,277.8181818,22,2,0,FALSE,5,203.8,"9:00,12:00,16:00",4,0
1381,2490,203,26.42391304,92,1,217,TRUE,4,16.24,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,2.7125
1382,2495,213,31.27173913,92,1,226,TRUE,4,17.04,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,2.825
1383,25,123,28.23333333,30,4,0,FALSE,2,4.92,"9:00,12:00,16:00",4,0
1383,3263,281,39.54545455,11,2,294,TRUE,5,28.1,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,3.675
1385,1384,326,46.36363636,11,7,0,FALSE,1,6.52,"9:00,12:00,16:00",4,0
1386,1389,311,45.70731707,41,5,329,TRUE,1,6.22,No rush hours,4,4.1125
1387,1386,279,41.58536585,41,5,0,FALSE,1,5.58,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
1388,4666,722,137.9741379,116,7,735,TRUE,1,14.44,"9:00,12:00,16:00",5,9.1875
1389,4941,215,38.58536585,41,0,277,TRUE,3,12.9,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,3.4625
1390,1392,268,42.5915493,71,5,295,TRUE,1,5.36,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,3.6875
1391,4897,3128,454,27,0,0,FALSE,3,187.68,"9:00,12:00,16:00",2,0
