stop_I,lat,lon,"name,NumOfParking,NumOfParkedCars"
872,49.87965072,-97.25428548,"Northbound Whytewold at Lodge,30,0"
873,49.87952324,-97.20303741,"Northbound Kintyre at Portage,30,0"
874,49.89367014,-97.18559443,"Eastbound Ellice at Clifton,10,0"
875,49.8936135,-97.18370291,"Eastbound Ellice at Erin,30,0"
876,49.87983346,-97.25447377,"Southbound Whytewold at Lodge,10,0"
877,49.89733772,-97.05954645,"Northbound Kildonan Place Terminal at Kildonan Place (47,40,0"
878,49.93869291,-97.16069872,"Southbound McPhillips at Inkster,20,0"
879,49.94033494,-97.15931213,"Southbound McPhillips at Lansdowne,30,0"
880,49.94200259,-97.15784085,"Southbound McPhillips at Mapleglen,30,0"
881,49.94193324,-97.15743929,"Northbound McPhillips at Northgate (Park & Ride),10,0"
882,49.90655343,-97.12811904,"Eastbound Euclid at Argyle,20,0"
883,49.94047846,-97.15872129,"Northbound McPhillips at Lansdowne,0,0"
884,49.93631924,-97.14665774,"Southbound Sinclair at Carruthers,0,0"
885,49.93655571,-97.14625845,"Northbound Sinclair at Dahlia,30,0"
886,49.93811035,-97.14504203,"Northbound Sinclair at Primrose South,30,0"
887,49.89715841,-97.0595815,"Northbound Kildonan Place Terminal at Kildonan Place (45,10,0"
888,49.8859434,-97.05326524,"Westbound Dugald at Mazenod West,20,0"
889,49.85224236,-97.07824267,"Northbound Lakewood at Meadowbrook,0,0"
890,49.93733849,-97.13060551,"Westbound Jefferson at Andrews,0,0"
891,49.93636084,-97.12799545,"Eastbound Jefferson at Powers,0,0"
892,49.91641141,-97.0770439,"Eastbound Concordia at London,20,0"
893,49.94481381,-97.12451761,"Eastbound Partridge at Andrews,30,0"
894,49.94400885,-97.122026,"Eastbound Partridge at Powers,0,0"
895,49.94565199,-97.12350933,"Westbound Leila at Andrews,10,0"
896,49.91193736,-97.14406851,"Eastbound Dufferin at Salter,20,0"
897,49.86964325,-97.15704654,"Westbound Corydon at Lilac,30,0"
898,49.9226339,-97.07313208,"Northbound London at Hobbs,40,0"
899,49.92264869,-97.0734798,"Southbound London at Hobbs,30,0"
900,49.92366117,-97.07054143,"Southbound London at Reay,10,0"
901,49.92338877,-97.07092849,"Northbound London at Reay,40,0"
902,49.91856625,-97.07680493,"Westbound Kimberly at London,10,0"
903,49.90480637,-97.17019103,"Eastbound Notre Dame at Burnell,0,0"
904,49.92700762,-97.13533858,"Westbound Cathedral at Powers,10,0"
905,49.92768005,-97.13464381,"Eastbound Bannerman at Powers,30,0"
906,49.875083,-97.25619001,"Eastbound Portage at Olive,30,0"
907,49.88561089,-97.15262396,"Westbound Broadway at Balmoral,30,0"
908,49.87521508,-97.25480732,"Eastbound Portage at Whytewold,10,0"
909,49.87015803,-97.15548214,"Westbound Corydon at Arbuthnot,0,0"
910,49.8755761,-97.25071615,"Eastbound Portage at Strathmillan,10,0"
911,49.87569155,-97.24883296,"Eastbound Portage at Mount Royal West,10,0"
912,49.87591302,-97.24563756,"Eastbound Portage at Mount Royal,20,0"
913,49.87637758,-97.24127804,"Eastbound Portage at Conway,30,0"
914,49.8767118,-97.23841251,"Eastbound Portage at Sharp,30,0"
915,49.87707881,-97.23475235,"Eastbound Portage at Woodlawn (Deer Lodge Centre),40,0"
916,49.90082331,-97.01262854,"Westbound Kildare at Madeline,10,0"
917,49.90069508,-97.01249454,"Eastbound Kildare at Madeline,20,0"
918,49.88201036,-97.16377259,"Westbound Westminster at Walnut,30,0"
919,49.88337471,-97.15284853,"Northbound Balmoral at Granite,0,0"
920,49.89344509,-97.01250003,"Westbound Pandora at Madeline,0,0"
921,49.87091363,-97.15322657,"Westbound Corydon at Cockburn,40,0"
922,49.90158518,-97.20866565,"Westbound Wellington at Berry,30,0"
923,49.90135616,-97.20665484,"Eastbound Wellington at King Edward,30,0"
924,49.87775449,-97.14451651,"Eastbound Stradbrook at Osborne,40,0"
925,49.90141959,-97.2095909,"Eastbound Wellington at Berry,40,0"
926,49.90540732,-97.22438721,"Westbound Wellington at Airport Terminal (Rte 20),40,0"
927,49.90150089,-97.21194141,"Eastbound Wellington at Berry West,10,0"
928,49.90533906,-97.22404154,"Westbound Wellington at Airport Terminal (Rte 15),20,0"
929,49.90252209,-97.22687456,"Southbound Wellington at Greyhound Terminal,20,0"
930,49.90670816,-97.17556479,"Westbound Notre Dame at Garfield,20,0"
931,49.88028595,-97.13691651,"Eastbound Stradbrook at Donald East,10,0"
932,49.8787929,-97.14140045,"Eastbound Stradbrook at Scott,30,0"
933,49.90151733,-97.20660709,"Westbound Wellington at King Edward,10,0"
934,49.90128072,-97.20410917,"Eastbound Wellington at Bradford,0,0"
935,49.89964595,-97.07658258,"Eastbound Nairn at Stapleton,20,0"
936,49.9044274,-97.04786952,"Southbound Peguis at Ravelston,0,0"
937,49.94716206,-97.16157491,"Eastbound Jefferson at Pipeline,20,0"
938,49.87246741,-97.1485744,"Westbound Corydon at Daly,10,0"
939,49.95688846,-97.16119054,"Southbound Pipeline at Mariner,30,0"
940,49.92142508,-97.16993806,"Southbound McPhillips at Selkirk South,10,0"
941,49.92147263,-97.16953224,"Northbound McPhillips at Selkirk South,0,0"
942,49.92316946,-97.16932864,"Northbound McPhillips at Selkirk,30,0"
943,49.94926973,-97.16118798,"Southbound Pipeline at Blechner,0,0"
944,49.95067297,-97.1611903,"Southbound Pipeline at Manren,20,0"
945,49.95209419,-97.16119193,"Southbound Pipeline at Doubleday,30,0"
946,49.95537735,-97.16119234,"Southbound Pipeline at Adsum,40,0"
947,49.93975141,-97.21453964,"Westbound Burrows at Cutler,40,0"
948,49.93067531,-97.17357299,"Southbound Fife at Redwood,0,0"
949,49.91730875,-97.16106679,"Northbound Sinclair at Dufferin,40,0"
950,49.90505665,-97.12234145,"Westbound Sutherland at Annabella,0,0"
951,49.93582596,-97.07291248,"Eastbound Edison at Broad,40,0"
952,49.9250581,-97.05779257,"Westbound McLeod at Stefanie,0,0"
953,49.93935049,-97.21420604,"Eastbound Burrows at Benbow,30,0"
954,49.94118858,-97.2167444,"Westbound Burrows at Haddon,40,0"
955,49.93720112,-97.07663444,"Westbound Edison at De Fehr,40,0"
956,49.93833737,-97.08005949,"Westbound Edison at Rothesay,20,0"
957,49.95033494,-97.19978984,"Eastbound Garton at Inkster Garden,0,0"
958,49.94915543,-97.20145085,"Eastbound Garton at Rose Hill,10,0"
959,49.90827372,-97.0691081,"Westbound Prevette at Prevette Loop,40,0"
960,49.88589116,-97.01261542,"Eastbound Dugald at Bates East,10,0"
961,49.92194188,-97.15432847,"Northbound Arlington at Burrows,30,0"
962,49.92322127,-97.1533322,"Northbound Arlington at Aberdeen,10,0"
963,49.89696205,-97.05967292,"Northbound Kildonan Place Terminal at Kildonan Place (43,40,0"
964,49.92478521,-97.15212994,"Northbound Arlington at Boyd,10,0"
965,49.91708138,-97.15808034,"Northbound Arlington at Dufferin,20,0"
966,49.91934556,-97.15622477,"Westbound Selkirk at Arlington,30,0"
967,49.91961392,-97.15613094,"Northbound Arlington at Selkirk,20,0"
968,49.92065349,-97.15532504,"Northbound Arlington at Manitoba,30,0"
969,49.93421407,-97.14551217,"Eastbound Inkster at Arlington,40,0"
970,49.93469423,-97.14628808,"Westbound Inkster at Sinclair East,10,0"
971,49.9009789,-97.10669362,"Northbound Archibald at Mission North,30,0"
972,49.89709642,-97.05963968,"Southbound Kildonan Place Terminal at Kildonan Place (44),30,0"
973,49.89694454,-97.05970148,"Southbound Kildonan Place Terminal at Kildonan Place (75,30,0"
974,49.86980568,-97.11132262,"Northbound St Mary's at Morier,30,0"
975,49.86966412,-97.11146731,"Southbound St Mary's at Morier,30,0"
976,49.83994575,-97.22112571,"Southbound Cabela Access at Seasons of Tuxedo,40,0"
977,49.8731067,-97.11517441,"Northbound St Mary's at Caton,20,0"
978,49.8730755,-97.11546791,"Southbound St Mary's at Lyndale,10,0"
979,49.87421418,-97.11689893,"Southbound St Mary's at Coniston,40,0"
980,49.87492553,-97.1174976,"Northbound St Mary's at Niverville,10,0"
981,49.87090369,-97.11246277,"Northbound St Mary's at Fifth,40,0"
982,49.87082641,-97.11268846,"Southbound St Mary's at Fifth,20,0"
983,49.87194058,-97.11371669,"Northbound St Mary's at Carriere,10,0"
984,49.87165224,-97.11368618,"Southbound St Mary's at Carriere,10,0"
985,49.95596,-97.14134471,"Eastbound Templeton at Meredith,0,0"
986,49.94979818,-97.12181476,"Westbound Templeton at Sly,20,0"
987,49.95502261,-97.13842517,"Eastbound Templeton at Garden Park,40,0"
988,49.95475901,-97.13825409,"Southbound Garden Park at Templeton,40,0"
989,49.95599396,-97.13730023,"Southbound Garden Park at Beecher,30,0"
990,49.95601712,-97.13706233,"Northbound Garden Park at Beecher,30,0"
991,49.95442162,-97.13238379,"Southbound Sinclair at Beecher,10,0"
992,49.95431128,-97.1322347,"Northbound Sinclair at Beecher,0,0"
993,49.95175829,-97.13400637,"Northbound Sinclair at Ambassador,40,0"
994,49.95126409,-97.13459703,"Southbound Sinclair at Ambassador,40,0"
995,49.95499802,-97.18160339,"Westbound Adsum at Citadel,20,0"
996,49.95648382,-97.18400122,"Southbound Mandalay at Anglia,30,0"
997,49.85699427,-97.14173611,"Southbound Cockburn at Rosedale,20,0"
998,49.82644301,-97.11094028,"Westbound St Vital Centre Terminal at St. Vital Centre (14 Ellice),30,0"
999,49.82652074,-97.11074259,"Westbound St Vital Centre Terminal at St. Vital Centre (16 Osborne,0,0"
1000,49.87878919,-97.03339709,"Northbound De Baets at Paquin South,30,0"
1001,49.87757806,-97.03252761,"Northbound De Baets at Camiel Sys North,10,0"
1002,49.88159484,-97.03652659,"Northbound De Baets at Paquin,0,0"
1003,49.88432373,-97.04895907,"Westbound De Baets at Mazenod,0,0"
1004,49.88379868,-97.04449759,"Westbound De Baets at Beghin,20,0"
1005,49.87794049,-97.04648815,"Eastbound Camiel Sys at Beghin East,10,0"
1006,49.88227603,-97.04968199,"Southbound Mazenod at Waters Business Park,30,0"
1007,49.8899396,-97.11923861,"Southbound Aulneau at De La Cathedrale,0,0"
1008,49.86816806,-97.12512225,"Eastbound Morley at Mabel,0,0"
1009,49.88835091,-97.11889661,"Southbound Aulneau at Hamel,20,0"
1010,49.88960987,-97.11887551,"Northbound Aulneau at De La Cathedrale,30,0"
1011,49.91438818,-97.1209064,"Westbound Hespeler at Beatrice,10,0"
1012,49.91540983,-97.124001,"Westbound Hespeler at Glenwood,10,0"
1013,49.8851996,-97.11815598,"Westbound Dollard at Aulneau,10,0"
1014,49.91142704,-97.19658672,"Westbound Dublin at Field,10,0"
1015,49.91854338,-97.11258119,"Southbound Henderson at Bredin,10,0"
1016,49.88509176,-97.12093056,"Westbound Dollard at Jeanne D'arc,0,0"
1017,49.91604325,-97.11426689,"Southbound Henderson at Martin,0,0"
1018,49.91308373,-97.11591459,"Southbound Henderson at Hespeler,10,0"
1019,49.92468451,-97.10692141,"Southbound Henderson at Kildonan,40,0"
1020,49.92304563,-97.10846246,"Southbound Henderson at Trent,40,0"
1021,49.9218761,-97.10955315,"Southbound Henderson at Munroe,10,0"
1022,49.91994484,-97.11137014,"Southbound Henderson at Bredin North,20,0"
1023,49.86285371,-97.14084336,"Northbound Daly at Morley (95 To Riverview),0,0"
1024,49.86254866,-97.14537745,"Southbound Fort Rouge Station at Fort Rouge Station (95 to Pan Am/Tuxedo/Polo Park),10,0"
1025,49.84047777,-97.11770931,"Southbound Dunkirk at St. Vital,20,0"
1026,49.88215188,-97.13772169,"Westbound River at Mayfair,0,0"
1027,49.86298491,-97.14509636,"Northbound Southwest Transitway at Fort Rouge Station,10,0"
1028,49.85569247,-97.15031475,"Southbound Southwest Transitway at Jubilee Station,20,0"
1029,49.8735739,-97.14072398,"Northbound Southwest Transitway at Osborne Station,40,0"
1030,49.86241107,-97.14577234,"Southbound Southwest Transitway at Fort Rouge Station,40,0"
1031,49.83657599,-97.114523,"Southbound Dunkirk at Parkville,10,0"
1032,49.86828546,-97.12237612,"Southbound Eccles at Bartlet,0,0"
1033,49.95849093,-97.18350743,"Northbound Mandalay at Anneville,40,0"
1034,49.86239784,-97.14550846,"Southbound Fort Rouge Station at Fort Rouge Station (95 to Riverview),20,0"
1035,49.89196556,-97.15007002,"Southbound Vaughan at Portage North,0,0"
1036,49.96003804,-97.1829333,"Southbound Mandalay at Jefferson,0,0"
1037,49.88472601,-97.23131329,"Westbound Ness at Mandeville,40,0"
1038,49.88728996,-97.27848474,"Southbound Sturgeon at Ness,20,0"
1039,49.96064739,-97.1822132,"Westbound Jefferson at Cannes,30,0"
1040,49.88828388,-97.16062474,"Southbound Maryland at Portage North,0,0"
1041,49.91134391,-97.19413831,"Westbound Dublin at Orange,40,0"
1042,49.96042899,-97.18262578,"Northbound Mandalay at Jefferson,0,0"
1043,49.85727965,-97.23054863,"Southbound Shaftesbury at Grant,20,0"
1044,49.95966104,-97.17840209,"Eastbound Jefferson at Lavender,40,0"
1045,49.92305814,-97.12304928,"Westbound Cathedral at Emslie,40,0"
1046,49.84686557,-97.23127669,"Westbound Shaftesbury at Shaftesbury Park,40,0"
1047,49.95987108,-97.17860331,"Westbound Jefferson at Idlewild,30,0"
1048,49.85052237,-97.22630202,"Eastbound West Taylor at Holland,40,0"
1049,49.85107386,-97.23001014,"Eastbound West Taylor at Shaftesbury,0,0"
1050,49.85006097,-97.21851465,"Eastbound Taylor at Coleraine,30,0"
1051,49.8500789,-97.22143537,"Eastbound Taylor at Park South,30,0"
1052,49.80191383,-97.11263178,"Northbound Aldgate at Burland,30,0"
1053,49.8031914,-97.09508446,"Eastbound Aldgate at Tilstone,40,0"
1054,49.80228942,-97.09712114,"Eastbound Aldgate at Hindle,20,0"
1055,49.7998923,-97.10342713,"Eastbound Aldgate at Miner,40,0"
1056,49.79999324,-97.10354826,"Westbound Aldgate at Michaud,40,0"
1057,49.79881679,-97.10861096,"Eastbound Aldgate at Faraway,40,0"
1058,49.79895667,-97.10781339,"Westbound Aldgate at Eastcote,30,0"
1059,49.7995805,-97.11186089,"Southbound Aldgate at Willesden,0,0"
1060,49.80022351,-97.11212772,"Northbound Aldgate at Becontree,40,0"
1061,49.93611466,-97.22488924,"Southbound Eagle at Oak Point,20,0"
1062,49.85077154,-97.20744276,"Southbound Kenaston at Taylor,0,0"
1063,49.93404833,-97.22798917,"Westbound Eagle at Brookside,40,0"
1064,49.90531773,-97.12513071,"Eastbound Sutherland at Disraeli,10,0"
1065,49.94586778,-97.21278022,"Eastbound Inkster at Groverdale,0,0"
1066,49.9338846,-97.22786976,"Eastbound Eagle at Brookside,0,0"
1067,49.95045142,-97.12382464,"Westbound Templeton at Ferrier,10,0"
1068,49.81804596,-97.12226403,"Southbound River at Minnetonka,0,0"
1069,49.81787845,-97.12635777,"Southbound River at McNulty,10,0"
1070,49.81932955,-97.11545765,"Southbound River at Darwin,20,0"
1071,49.81844457,-97.11800837,"Southbound River at Nicollet,20,0"
1072,49.81857768,-97.13456099,"Southbound River at Harry Collins,0,0"
1073,49.82124662,-97.13551498,"Westbound Riel at St. Germain,10,0"
1074,49.81700736,-97.13033957,"Southbound River at McNulty,10,0"
1075,49.81725813,-97.13194254,"Southbound River at Woodlawn,10,0"
1076,49.86531006,-97.07270047,"Westbound Betournay at Speers,0,0"
1077,49.86558915,-97.07217447,"Northbound Speers at Betournay,10,0"
1078,49.86685133,-97.07234688,"Southbound Speers at Halliday,40,0"
1079,49.86707328,-97.07217105,"Northbound Speers at Halliday,40,0"
1080,49.86505273,-97.06913434,"Eastbound Betournay at Jubinville,30,0"
1081,49.86519128,-97.06935147,"Westbound Betournay at Vincent Massey West,10,0"
1082,49.8650338,-97.06530824,"Eastbound Betournay at Vincent Massey,0,0"
1083,49.86515484,-97.06555389,"Westbound Betournay at Vincent Massey,40,0"
1084,49.8102545,-97.09957489,"Westbound Warde at John Forsyth,30,0"
1085,49.82140193,-97.09972206,"Southbound Dakota at Leston,10,0"
1086,49.86523526,-97.0741507,"Eastbound Betournay at Howden,10,0"
1087,49.86513616,-97.07144105,"Eastbound Betournay at Speers,30,0"
1088,49.82432845,-97.13865004,"Southbound River at Bishop Grandin,10,0"
1089,49.83518675,-97.05344079,"Southbound De La Seigneurie at Cassin,40,0"
1090,49.82330856,-97.08769007,"Westbound Compark at Ashworth,0,0"
1091,49.87063984,-97.29181101,"Northbound Westwood at Carlyle,20,0"
1092,49.86843509,-97.16933921,"Eastbound Grosvenor at Wilton,10,0"
1093,49.86969645,-97.16549217,"Eastbound Grosvenor at Harrow,20,0"
1094,49.86918153,-97.16705645,"Eastbound Grosvenor at Guelph,40,0"
1095,49.86757635,-97.17191839,"Eastbound Grosvenor at Rockwood,0,0"
1096,49.86688682,-97.17439368,"Westbound Grosvenor at Cambridge,0,0"
1097,49.86827814,-97.1702219,"Westbound Grosvenor at Wilton,0,0"
1098,49.86772829,-97.17185698,"Westbound Grosvenor at Rockwood,40,0"
1099,49.87416942,-97.16962344,"Westbound Academy at Harrow,30,0"
1100,49.87351542,-97.17092863,"Eastbound Academy at Guelph,20,0"
1101,49.88867941,-97.15891116,"Northbound Sherbrook at Portage North,10,0"
1102,49.87947233,-97.27841481,"Westbound Portage at Sturgeon,40,0"
1103,49.84112389,-97.18404337,"Eastbound Lindenwood at Princemere,30,0"
1104,49.83889539,-97.18304202,"Eastbound Lindenwood at Lindenwood Place,40,0"
1105,49.83664926,-97.18320966,"Southbound Lindenwood at Shorecrest,40,0"
1106,49.8344568,-97.18393154,"Southbound Lindenwood at Thorncliff,10,0"
1107,49.81860069,-97.17949261,"Southbound Waverley at Scurfield,40,0"
1108,49.85264494,-97.17593207,"Southbound Cambridge at Mathers,30,0"
1109,49.85045782,-97.29504058,"Eastbound Rannock at Scotswood,0,0"
1110,49.84222294,-97.18529574,"Southbound Avon at Lindenwood West,10,0"
1111,49.85497154,-97.16265512,"Westbound Taylor at Nathaniel East,40,0"
1112,49.96026225,-97.16180099,"Eastbound Ambergate at Pipeline,40,0"
1113,49.88031882,-97.28332628,"Westbound Portage at Country Club,30,0"
1114,49.86734924,-97.27010646,"Eastbound Roblin at Oakdale,0,0"
1115,49.8672869,-97.27255794,"Westbound Roblin at Marlton North,20,0"
1116,49.89798116,-97.06412992,"Northbound Stapon at Regent North,10,0"
1117,49.8681287,-97.26089374,"Eastbound Roblin at Princeton,20,0"
1118,49.86820038,-97.26267248,"Westbound Roblin at Alcrest,10,0"
1119,49.86799967,-97.26248485,"Eastbound Roblin at Alcrest,10,0"
1120,49.86797992,-97.26536626,"Westbound Roblin at William Clement,40,0"
1121,49.86771102,-97.26602996,"Eastbound Roblin at William Clement,10,0"
1122,49.86772385,-97.26808912,"Westbound Roblin at McQuaker,30,0"
1123,49.867547,-97.26769187,"Eastbound Roblin at McQuaker,20,0"
1124,49.86753512,-97.26990499,"Westbound Roblin at Oakdale,40,0"
1125,49.82465467,-97.11988081,"Eastbound Riel at Darwin,40,0"
1126,49.84946581,-97.15300084,"Southbound Pembina at Byng,30,0"
1127,49.8506844,-97.15270398,"Southbound Pembina at Calrossie,0,0"
1128,49.84952996,-97.1525115,"Northbound Pembina at Calrossie,10,0"
1129,49.84807531,-97.15210791,"Eastbound Point at Pembina East,10,0"
1130,49.90561088,-96.98311412,"Westbound McMeans at Lancelot,10,0"
1131,49.84798363,-97.15312689,"Eastbound Windermere at Pembina West,0,0"
1132,49.84802104,-97.1526525,"Northbound Pembina at Point Road,30,0"
1133,49.84521872,-97.15291234,"Northbound Pembina at North Drive,0,0"
1134,49.84788497,-97.15314456,"Southbound Pembina at Windermere,0,0"
1135,49.95873618,-97.1750768,"Westbound Jefferson at Manila West,20,0"
1136,49.93874437,-97.21165012,"Westbound Burrows at Palms,20,0"
1137,49.93176819,-97.18300742,"Northbound Sheppard at Burrows,0,0"
1138,49.9548552,-97.18339329,"Eastbound Adsum at Mandalay,0,0"
1139,49.92688744,-97.16952219,"Eastbound Burrows at McPhillips,0,0"
1140,49.89858981,-97.15821367,"Northbound Sherbrook at Sargent North,40,0"
1141,49.88140759,-97.29003899,"Westbound Portage at School,0,0"
1142,49.86710148,-97.08687958,"Northbound Drake at Applewood,30,0"
1143,49.9297278,-97.07185982,"Westbound McLeod at Raleigh,10,0"
1144,49.8882144,-97.1160339,"Eastbound Hamel at Ritchot,0,0"
1145,49.83546203,-97.11019944,"Eastbound Beliveau at Dakota,40,0"
1146,49.94092154,-97.1430943,"Southbound Sinclair at Jefferson,40,0"
1147,49.834453,-97.16657586,"Southbound Irene at Waller,10,0"
1148,49.83232077,-97.16484868,"Southbound Irene at Clarence,40,0"
1149,49.83274892,-97.16178696,"Eastbound Clarence at Irene East,30,0"
1150,49.83383146,-97.15858908,"Eastbound Clarence at Donnelly,30,0"
1151,49.86963515,-97.21041857,"Eastbound Tuxedo at Edgeland,20,0"
1152,49.85710681,-97.15552002,"Eastbound Taylor at Harrow,0,0"
1153,49.76784516,-97.158716,"Eastbound Ducharme at Villeneuve,30,0"
1154,49.76439592,-97.15394462,"Westbound Des Trappistes at Pembina West,30,0"
1155,49.90517422,-97.15482927,"Northbound Sherbrook at Elgin,30,0"
1156,49.92586049,-97.15130856,"Northbound Arlington at College,40,0"
1157,49.83538595,-97.15396847,"Eastbound Clarence at Hudson,10,0"
1158,49.83637294,-97.15099641,"Eastbound Clarence at Pembina,10,0"
1159,49.88717612,-97.12022312,"Eastbound Despins at Louis Riel,20,0"
1160,49.79753566,-97.14336017,"Westbound Silverstone at Laval,0,0"
1161,49.79845679,-97.14022599,"Eastbound Silverstone at Tunis,20,0"
1162,49.94483933,-97.06484461,"Eastbound Gilmore at Greenlea,40,0"
1163,49.91728278,-97.11360557,"Southbound Henderson at Harbison,30,0"
1164,49.79696111,-97.15185882,"Westbound Dalhousie at Allegheny,0,0"
1165,49.79700262,-97.15107905,"Eastbound Dalhousie at Allegheny,20,0"
1166,49.79620384,-97.153444,"Eastbound Dalhousie at Ulster,10,0"
1167,49.79630871,-97.1538152,"Westbound Dalhousie at Ulster,10,0"
1168,49.79672805,-97.14572561,"Westbound Silverstone at McGill,0,0"
1169,49.79740059,-97.14335144,"Eastbound Silverstone at MacAlester,40,0"
1170,49.7962139,-97.14675965,"Northbound Dalhousie at Silverstone,20,0"
1171,49.79659298,-97.14571687,"Eastbound Silverstone at McGill,40,0"
1172,49.81538641,-97.10259901,"Southbound Paddington at Whicker,30,0"
1173,49.81534387,-97.08690584,"Westbound Warde at Ashworth,10,0"
1174,49.92703717,-97.16420783,"Westbound Aberdeen at Sgt Tommy Prince,40,0"
1175,49.94540381,-97.0663274,"Eastbound Gilmore at Evenlea,20,0"
1176,49.91699593,-97.18112491,"Eastbound Logan at Vine,30,0"
1177,49.92690034,-97.16408762,"Eastbound Aberdeen at Sgt Tommy Prince,40,0"
1178,49.9287285,-97.16876967,"Northbound McPhillips at Aberdeen,30,0"
1179,49.88315431,-97.30238066,"Westbound Portage at Sumach,10,0"
1180,49.87292108,-97.15276029,"Westbound Wellington at Hugo,20,0"
1181,49.87261618,-97.15563901,"Westbound Wellington at Cockburn,0,0"
1182,49.8460303,-97.1173128,"Southbound Dunkirk at West Fernwood,10,0"
1183,49.8793018,-97.14621109,"Westbound River at Osborne,40,0"
1184,49.87946829,-97.14649703,"Northbound Osborne at River,30,0"
1185,49.87917208,-97.14653622,"Southbound Osborne at River,20,0"
1186,49.87872689,-97.14794523,"Westbound River at Gerard,10,0"
1187,49.87804831,-97.14994776,"Westbound River at Nassau,0,0"
1188,49.87754126,-97.15142867,"Westbound River at Wellington,20,0"
1189,49.87591969,-97.15071114,"Westbound Wellington at Stradbrook,0,0"
1190,49.87423832,-97.15131819,"Westbound Wellington at Wardlaw,10,0"
1191,49.85899239,-97.26346192,"Eastbound Grant at Bramble,40,0"
1192,49.76733536,-97.16059627,"Westbound Ducharme at Houde,20,0"
1193,49.80417306,-97.13769982,"Southbound University at Freedman,0,0"
1194,49.84428985,-97.11649019,"Northbound Dunkirk at Norberry,10,0"
1195,49.80834365,-97.13192437,"Westbound Dafoe at U of M (72,10,0"
1196,49.80825779,-97.13217787,"Westbound Dafoe at U of M (51,10,0"
1197,49.88178237,-97.13432537,"Westbound Stradbrook at Harkness,0,0"
1198,49.85795154,-97.15377647,"Westbound Taylor at Stafford,0,0"
1199,49.91390973,-97.19890395,"Northbound St James at Bangor,20,0"
1200,49.91590437,-97.19875998,"Northbound St James at Notre Dame,0,0"
1201,49.90836631,-97.19931937,"Northbound St James at Saskatchewan North,20,0"
1202,49.91128625,-97.19909918,"Northbound St James at Dublin,0,0"
1203,49.90103544,-97.19989869,"Northbound St James at Wellington,10,0"
1204,49.90599453,-97.19950518,"Northbound St James at Saskatchewan,30,0"
1205,49.89391153,-97.20048404,"Northbound St James at Ellice,10,0"
1206,49.89753224,-97.20021009,"Northbound St James at Sargent,10,0"
1207,49.86768234,-97.24146862,"Westbound Roblin at Zoo,0,0"
1208,49.8674559,-97.24136552,"Eastbound Roblin at Zoo,10,0"
1209,49.86726498,-97.23650176,"Eastbound Roblin at Shaftesbury West,20,0"
1211,49.86695983,-97.22888681,"Eastbound Corydon at Shaftesbury,40,0"
1212,49.83811218,-97.11550635,"Northbound Dunkirk at Hastings,40,0"
1213,49.86686522,-97.22623229,"Eastbound Corydon at Laidlaw,30,0"
1214,49.86719266,-97.22940711,"Westbound Corydon at Shaftesbury (Assiniboine Park),20,0"
1215,49.83887793,-97.11613026,"Northbound Dunkirk at Moore,30,0"
1216,49.89507052,-97.188285,"Southbound Valour at Dauphin,40,0"
1217,49.86795902,-97.24666333,"Westbound Roblin at Chalfont East,10,0"
1218,49.8677177,-97.24617107,"Eastbound Roblin at Chalfont East,40,0"
1219,49.89552729,-97.14050692,"Westbound Notre Dame at Albert,40,0"
1220,49.90023039,-97.15053376,"Eastbound McDermot at Isabel,10,0"
1221,49.90019447,-97.15504711,"Westbound Notre Dame at Lydia,40,0"
1222,49.90106649,-97.15784084,"Westbound Notre Dame at Sherbrook,40,0"
1223,49.89859261,-97.14543007,"Eastbound McDermot at Dagmar,30,0"
1224,49.89808153,-97.14384826,"Eastbound McDermot at Adelaide,0,0"
1225,49.89920857,-97.14738388,"Eastbound McDermot at Frances,20,0"
1226,49.87703345,-97.23119072,"Eastbound Portage at Overdale (Assiniboine Park),40,0"
1227,49.89726757,-97.14133122,"Eastbound McDermot at Arthur,40,0"
1228,49.86461704,-97.14759432,"Eastbound Grant at Pembina,20,0"
1229,49.89945665,-97.28552972,"Westbound Quail Ridge at Apple West,30,0"
1230,49.89765202,-97.28514809,"Eastbound Quail Ridge at Quail West,0,0"
1231,49.89933388,-97.28574295,"Eastbound Quail Ridge at Apple West,20,0"
1232,49.88122787,-97.32078111,"Westbound Portage at St. Charles,20,0"
1233,49.87267195,-97.29359038,"Southbound Westwood at Browning,20,0"
1234,49.89354231,-97.0287037,"Eastbound Pandora at Robson,40,0"
1235,49.89366909,-97.02822511,"Westbound Pandora at Robson,30,0"
1236,49.88588747,-97.00299552,"Eastbound Dugald at Goodyear,40,0"
1237,49.88588826,-97.00147799,"Eastbound Dugald at Borden,10,0"
1238,49.89352889,-97.03161438,"Eastbound Pandora at Atwood,30,0"
1239,49.89365827,-97.03075975,"Westbound Pandora at Atwood,30,0"
1240,49.8950991,-97.03138339,"Eastbound Regent at Bienvenu,0,0"
1241,49.89774562,-97.28235977,"Eastbound Quail Ridge at Quail Central,30,0"
1242,49.89334918,-97.16977507,"Westbound Ellice at Arlington,40,0"
1243,49.89317067,-97.16929449,"Eastbound Ellice at Arlington,30,0"
1244,49.93371413,-97.2068614,"Southbound King Edward at Manitoba,30,0"
1245,49.89340963,-97.17702711,"Eastbound Ellice at Dominion,10,0"
1246,49.89357363,-97.17716017,"Westbound Ellice at Dominion,40,0"
